Drug name,DOI,Assay,Value,Units,Correlation,Date Added
Camostat,10.21203/rs.3.rs-34021/v1,EC50,96,,indirect,20221114
Serine,10.21203/rs.3.rs-34021/v1,EC50,96,,indirect,20221114
Papain,10.21203/rs.3.rs-33294/v1,IC50,19,,direct,20221114
Luteolin,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20221114
Hydrogen,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20221114
Biopterin,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20221114
Quercetin,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20221114
Baicalin,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20221114
Cysteine,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20221114
Rutin,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20221114
Ribavirin,10.33250/14.02.106,EC50,0, ug,direct,20221114
Acetamide,10.33250/14.02.106,EC50,0, ug,indirect,20221114
Darunavir,10.1016/j.ijid.2020.05.085,EC50,100, um,indirect,20221114
Cobicistat,10.1016/j.ijid.2020.05.085,EC50,100, um,indirect,20221114
Remdesivir,10.1016/j.ijid.2020.05.085,EC50,0.38, um,direct,20221114
Remdesivir,10.1093/jac/dkaa239,EC50,1,,direct,20221114
Salinomycin,10.1016/j.bj.2020.05.003,EC50,11, nm,indirect,20221114
Homoharringtonine,10.1016/j.bj.2020.05.003,EC50,11, nm,indirect,20221114
Chloroquine,10.1016/j.bj.2020.05.003,EC50,11, nm,indirect,20221114
Gemcitabine,10.1016/j.bj.2020.05.003,EC50,11, nm,indirect,20221114
Nitazoxanide,10.1016/j.bj.2020.05.003,EC50,11, nm,indirect,20221114
Atovaquone,10.1016/j.bj.2020.05.003,EC50,11, nm,indirect,20221114
Emetine,10.1016/j.bj.2020.05.003,EC50,11, nm,indirect,20221114
Anisomycin,10.1016/j.bj.2020.05.003,EC50,11, nm,indirect,20221114
Niclosamide,10.1016/j.bj.2020.05.003,EC50,11, nm,indirect,20221114
Valinomycin,10.1016/j.bj.2020.05.003,EC50,11, nm,indirect,20221114
Conivaptan,10.1016/j.bj.2020.05.003,EC50,11, nm,indirect,20221114
Hydroxychloroquine,10.1093/cid/ciaa623,EC50,to the free plasma hydroxychloroquine concentration,,direct,20221114
Adenosine,10.2139/ssrn.3588829,EC50,0.01, um,direct,20221114
Remdesivir,10.2139/ssrn.3588829,EC50,0.01, um,direct,20221114
Favipiravir,10.21203/rs.3.rs-24311/v1,EC50,10, um,direct,20221114
Andrographolide,10.21203/rs.3.rs-24311/v1,EC50,10, um,direct,20221114
Remdesivir,10.1101/2020.04.23.055756,IC50,25, um,indirect,20221114
Chloroquine,10.1101/2020.04.23.055756,IC50,25, um,indirect,20221114
Nelfinavir,10.1101/2020.04.23.055756,IC50,25, um,indirect,20221114
Plitidepsin,10.1101/2020.04.23.055756,IC50,25, um,indirect,20221114
Fenofibrate,10.1101/2020.04.23.055756,IC50,25, um,indirect,20221114
Hydroxychloroquine,10.1016/j.mehy.2020.109783,EC50,0.72, um,indirect,20221114
Phosphate,10.1016/j.mehy.2020.109783,EC50,0.72, um,indirect,20221114
Chloroquine,10.1016/j.mehy.2020.109783,EC50,0.72, um,indirect,20221114
Hydroxychloroquine,10.1093/cid/ciaa237,EC50,0.72, um,direct,20221114
Chloroquine,10.1093/cid/ciaa237,EC50,0.72, um,direct,20221114
Sulfate,10.1093/cid/ciaa237,EC50,0.72, um,indirect,20221114
Phosphate,10.1093/cid/ciaa237,EC50,0.72, um,indirect,20221114
Lopinavir,10.26434/chemrxiv.11829102.v2,IC50,is approximately 50 micromolar,,direct,20221114
Lopinavir,10.26434/chemrxiv.11829102.v1,IC50,is approximately 50 micromolar,,direct,20221114
